lambda_slow,p_fast
0.943386888,0.18757886
0.44968678,0.219531511
0.072786484,0.233167673
0.058221673,0.27136256
0.46186824,0.197518339
1.139657494,0.231532945
1.700535287,0.219599551
0.339874378,0.228305555
0.271897152,0.260807224
0.6027673,0.18163136
0.700827028,0.280884907
0.188609639,0.304852531
0.375095907,0.240053994
0.147026763,0.192364503
0.981511483,0.212665
0.468472928,0.255279298
0.15345129,0.224203973
0.18515522,0.264239221
0.123615648,0.321965084
0.271244784,0.269993747
0.849785081,0.221783587
0.310903255,0.228395005
0.036032634,0.325090983
0.095344201,0.29870314
0.172836265,0.252281859
0.227971266,0.295968607
0.20260855,0.257992166
0.803462834,0.247917061
0.532174625,0.202569888
0.554189755,0.291867508
0.382823961,0.275480731
0.436574927,0.194723143
0.14132531,0.20389101
0.319758728,0.29173713
0.111748702,0.20796741
0.307033241,0.235698848
0.571077582,0.170144168
0.079987958,0.292907373
0.566628931,0.291345297
0.231162124,0.231157213
0.80363081,0.239107724
0.194771272,0.313298044
0.492167427,0.236381391
0.55321463,0.228072276
0.41293133,0.245771905
1.561814232,0.180465392
0.095644487,0.31308964
0.48850621,0.324403717
0.584258374,0.252950136
0.323746205,0.258038042
0.19837422,0.300582177
0.445315346,0.274821217
0.226944891,0.313401733
0.391482834,0.311868965
0.261561098,0.276669509
0.112732476,0.259477363
0.498167845,0.344972336
0.20137468,0.280479949
0.174859055,0.246912465
1.179319327,0.260255698
0.855524637,0.257693297
0.282069172,0.237676489
0.058265615,0.319828401
0.703815336,0.226657701
0.180013654,0.29256007
0.069648889,0.328085273
0.038224505,0.284053057
0.073897557,0.309682441
0.070555381,0.340118822
0.349620964,0.226868895
0.313690464,0.189648907
0.537537228,0.302189833
0.281181673,0.22220285
0.424716268,0.300324954
0.590052056,0.294008552
0.014022408,0.285897822
1.109257532,0.362434463
0.078227358,0.383663501
0.400120215,0.304147376
0.522225655,0.275435323
0.660793382,0.27881147
0.863778422,0.245281104
0.049351297,0.298897635
1.054604771,0.157808863
0.644422867,0.272917894
0.307822534,0.185278495
0.793391671,0.311833783
0.605216721,0.25245651
0.629436788,0.223626509
0.173099707,0.32559277
0.038756903,0.285807259
0.656271263,0.247432348
0.009370286,0.198952365
0.44072,0.228646353
0.796294079,0.242841499
0.39271097,0.355083203
0.359693048,0.291657161
0.671441271,0.256744356
0.71739428,0.260733108
0.135348199,0.315407603
0.078593137,0.371622819
0.171150588,0.300637665
0.091490177,0.299576549
0.273334315,0.201722846
0.450457198,0.370567207
0.233461781,0.206523016
0.234383238,0.251824953
0.285833811,0.271637816
0.937245859,0.242530631
0.594668198,0.217987847
0.186422141,0.190395754
0.539991488,0.215649521
0.739211945,0.19150163
0.249893851,0.32245579
0.342461979,0.250183225
0.32765324,0.284603706
0.138595339,0.275368283
0.238495906,0.332180412
0.102751524,0.253732419
1.389205753,0.19990152
0.553120632,0.340634956
0.225182982,0.150263712
0.57619009,0.192260848
0.377235865,0.38065333
0.508733364,0.280551358
1.110779947,0.301234989
0.167880369,0.249771675
0.217032996,0.297619709
1.029294406,0.185718174
0.262265349,0.25321333
0.545825506,0.326532037
0.561772349,0.213581978
0.228121518,0.316036125
0.462467848,0.22796131
0.873591662,0.23230365
1.272504108,0.1671634
0.452614676,0.224645452
0.567565539,0.235600891
1.215358049,0.155545803
0.289748958,0.248482868
0.024691602,0.307928451
0.43004488,0.291531754
1.025264837,0.220933725
0.340882087,0.202440327
0.084011328,0.174225791
0.198026846,0.243065689
1.122502264,0.256393561
0.247773772,0.22615348
0.322018256,0.337110013
0.823875883,0.197861558
0.141884446,0.200465319
0.495429688,0.129319831
0.603358463,0.305685882
0.299554819,0.268537049
0.184469988,0.315155044
0.379426409,0.290138368
0.286293275,0.22162189
0.358979802,0.264898258
0.558038813,0.212528598
0.775086253,0.25513044
0.480168787,0.26737459
0.226587538,0.248277457
0.290584188,0.290539257
0.314484425,0.212188531
0.196617139,0.246530864
0.123941022,0.282901158
0.482838969,0.214350214
0.366255829,0.277329442
0.212892253,0.298350747
0.247736205,0.283989085
0.230485965,0.237704459
0.118207388,0.301058843
0.179819585,0.226049326
0.173420071,0.247223257
0.553531346,0.229616259
1.271439579,0.224054657
1.020913258,0.216316579
0.201138553,0.289030648
0.520575017,0.234888673
0.218433923,0.205333843
0.854113046,0.205548638
1.141885042,0.25698117
0.606424645,0.304684865
0.177485175,0.228878278
0.309530149,0.252891235
0.309173518,0.268373561
0.210165789,0.228797319
0.408351851,0.340664338
0.433092257,0.289316286
0.297088386,0.269074147
1.111008989,0.240144886
0.085166837,0.248194658
1.058905844,0.160162376
0.139522738,0.155992172
0.44250688,0.285004201
0.157394231,0.302793715
1.478121722,0.253747257
0.652205018,0.327672972
0.765784852,0.271257155
0.088148214,0.250605425
0.752438854,0.191506695
1.570340602,0.19325951
0.983878395,0.223951095
0.135034251,0.244665218
0.491649554,0.272614029
0.644648297,0.291182803
0.108584426,0.269273763
0.697257888,0.192136336
1.013114777,0.237039934
0.522398064,0.336992557
0.394522944,0.219975769
0.432337783,0.296746086
0.669888817,0.220768334
0.199773616,0.336238299
0.596628522,0.234981305
0.352802799,0.289943094
0.262381547,0.239621688
0.513664029,0.238893538
0.398157387,0.327975485
0.65837847,0.292630592
0.229414902,0.219081625
0.683300589,0.246324773
0.269450162,0.265201352
0.158017325,0.36463419
0.173854259,0.2184347
0.544343326,0.195797403
0.284662903,0.296177395
0.055469302,0.262592374
1.143787106,0.285796012
0.812264478,0.224747414
0.411697074,0.187238797
0.216952158,0.230253267
0.356294099,0.277742004
0.301471235,0.258851658
0.536710417,0.269875755
0.382851007,0.217792353
0.613688177,0.303084498
0.175609905,0.272522126
0.055702644,0.259986992
0.19796139,0.273990977
0.378283001,0.213927209
0.357817165,0.253044385
0.218750795,0.330296004
0.54602821,0.186498219
0.560891383,0.28553499
0.659352166,0.230859343
0.30574405,0.313647158
0.063495027,0.292238833
0.534962977,0.206685375
0.589063027,0.326050877
1.437476299,0.216906912
0.383051534,0.321119697
0.455426878,0.278814615
0.292369172,0.245864901
0.420582113,0.249953447
0.520311905,0.275627575
0.644404034,0.239438961
0.071591018,0.30397758
0.278029095,0.266448959
0.833762308,0.250863991
0.644580972,0.308791659
0.438490425,0.250108084
0.195445394,0.219620365
0.171557149,0.212272164
0.526183828,0.356443987
0.532928572,0.239311561
0.862026387,0.383812487
0.320619121,0.210717768
0.037828889,0.239191803
0.630345237,0.296214795
0.186406236,0.215597865
0.690875174,0.251408659
0.587884286,0.136340653
0.310055596,0.243805237
0.156774069,0.242977066
0.181423809,0.241852839
0.2861785,0.287463163
0.391073474,0.271693214
0.256177986,0.317876407
0.067821811,0.238276868
1.97666348,0.247701334
0.2607568,0.146993272
0.585545445,0.272008172
0.083839345,0.255620077
0.101691291,0.192912641
0.666309494,0.164231814
0.26026696,0.230478876
0.399091736,0.276487663
0.098453964,0.302411743
0.097767612,0.235754891
0.449847856,0.237949827
0.241937747,0.25968404
0.637459132,0.272512341
0.536224987,0.235011525
0.098790918,0.255307998
0.408482963,0.301336086
0.16214552,0.242461695
0.037768448,0.296430135
0.485074204,0.270035808
0.568524118,0.27340636
0.341683076,0.239943645
0.27397728,0.260296111
0.035233016,0.285835916
0.494073121,0.292417473
0.173289399,0.235782941
0.18548157,0.305297982
0.152280257,0.354861826
0.124379793,0.287807742
0.240113413,0.235736698
0.386939999,0.326098154
0.620465873,0.230755416
0.369839979,0.257561925
0.902834215,0.250257088
0.112992499,0.255919292
1.540318129,0.283848524
0.19982406,0.247249678
0.029088678,0.321446864
0.392602058,0.238529441
0.25474678,0.293093191
0.206044876,0.263999581
0.432318819,0.240783185
0.166831893,0.283994218
0.654759359,0.273311417
0.20865015,0.243439651
0.388309652,0.14090009
0.286002131,0.269301568
0.231341105,0.319749272
0.83952002,0.172259034
0.08278131,0.212176615
0.225524975,0.29931599
0.137565164,0.27712695
0.40651453,0.344671189
1.167971567,0.307032161
0.561837012,0.213086845
0.341661676,0.251425213
0.301020429,0.241151775
0.668185865,0.258599835
0.137356387,0.286770743
0.448327048,0.311198548
0.932340804,0.18231043
0.525752408,0.249164583
0.273360876,0.307970724
0.424315277,0.314930527
0.034865086,0.191416439
0.306074798,0.271197889
0.120897346,0.266272859
1.113479658,0.233451062
0.586806448,0.243719711
0.487440075,0.327671886
0.373582578,0.227983525
0.211499624,0.243566824
0.048933906,0.253705962
0.675735316,0.25551103
0.343151533,0.30670395
0.806817529,0.329750371
0.142040048,0.247414141
0.171802828,0.247072125
0.705822108,0.231560272
0.379642793,0.172760454
0.436092634,0.280074466
0.140551177,0.246881468
0.805154512,0.270134305
0.363710284,0.218924317
0.11004091,0.308593128
0.152049236,0.302296204
0.753155906,0.266734468
1.037544758,0.2595161
0.480557669,0.247176356
0.234762013,0.245518431
0.42491754,0.243091092
0.505324383,0.281418728
0.321169173,0.263149835
0.109735496,0.36292735
1.583888253,0.230877728
0.329328999,0.268645171
0.210718758,0.24962814
0.257486788,0.368745644
0.351447786,0.210079702
0.191498215,0.242618441
0.310228457,0.221211166
0.373007294,0.304295368
0.622818474,0.275810039
0.362902242,0.258855069
0.542366686,0.224407215
0.123480468,0.225569242
0.226722666,0.222402024
0.031304612,0.208246951
0.313972657,0.243039298
0.310532092,0.261210024
0.252713128,0.217608544
0.033714678,0.287333171
0.19343196,0.300458698
0.932683598,0.248250296
0.39675765,0.267017747
0.471680215,0.282390045
0.159725439,0.189397131
0.06039316,0.202066323
0.235717356,0.243247862
0.035355458,0.263268109
0.925062379,0.162802401
0.706082495,0.245014574
0.450479085,0.231424971
0.456531106,0.227959004
0.547278105,0.225198582
0.176485225,0.255950277
0.535123772,0.239169937
0.481125975,0.223597492
0.633069531,0.205580743
0.380983845,0.250121762
0.03827144,0.354014166
0.750012627,0.200253644
0.691537405,0.227186286
0.183196945,0.246698362
0.241927788,0.247051434
0.663477638,0.190561541
0.507805346,0.213738661
0.34404007,0.32910447
0.191371903,0.353491704
0.645271193,0.274716969
0.739494586,0.334275489
0.192624433,0.254287093
0.323113985,0.253547245
0.502904197,0.271323052
0.473778517,0.234171741
0.818689245,0.274497407
0.30077184,0.313613928
0.343746641,0.24057906
0.67936531,0.263744471
0.383175667,0.22194594
1.04719501,0.278867584
0.66853383,0.337184538
0.012100881,0.271763069
0.161711704,0.264977532
0.19235929,0.275897906
0.216353138,0.316117252
0.170354908,0.332287848
0.298534509,0.222925573
0.735252644,0.239815152
0.154411441,0.251975147
1.08603616,0.207124657
0.995725849,0.144949008
0.097264127,0.237871127
0.938138722,0.326344283
0.354045531,0.282629043
0.036880201,0.287935801
0.410538641,0.253654031
0.317642374,0.242682066
0.327337779,0.287779105
1.429733905,0.201979315
0.668904003,0.269238185
0.428352025,0.226267346
0.218057194,0.278002962
0.059934199,0.232484944
0.604096834,0.247972479
0.922241323,0.247843483
0.316156728,0.296216768
0.468571476,0.255899041
0.821096406,0.221963236
0.520131551,0.317638936
0.185996003,0.238674161
0.150075569,0.40821106
1.211656014,0.219932446
0.108605223,0.372738543
0.845463059,0.166154755
0.4641943,0.301293063
0.542986557,0.279535935
0.588841839,0.268243288
0.686374216,0.172521807
0.672142863,0.27193726
0.85891421,0.257030161
0.542926982,0.172938908
0.691291616,0.234818895
1.393365597,0.327139377
1.013828988,0.259938351
0.212802128,0.36835696
0.213718954,0.251787114
0.997009185,0.233666426
0.377873401,0.160498607
0.350328986,0.299027845
0.510459473,0.311949919
0.375640245,0.202439289
0.286104967,0.264527873
0.294091404,0.198778006
0.016921698,0.349531973
0.388701281,0.292029466
0.216757429,0.308946765
0.510494851,0.314072243
0.641977968,0.308972888
0.508893311,0.286377223
0.056411948,0.242077441
0.704315291,0.179348267
0.180498348,0.241002428
0.526680749,0.262381
0.336614073,0.240549462
0.388887349,0.190220343
0.188740067,0.204953189
0.885141936,0.290831989
0.241522437,0.291160667
0.157523239,0.250368037
0.360004136,0.289378954
0.660382046,0.27369591
0.410466817,0.23231635
0.325133895,0.234838764
1.147927281,0.226139686
0.566073656,0.254296143
0.31598657,0.290413849
0.993256745,0.243166597
0.403590862,0.355952347
0.598093698,0.247069161
0.3335176,0.220833847
0.671153842,0.28224947
0.338680383,0.322709166
1.319916472,0.213401015
1.048881947,0.187121103
0.569727333,0.313393034
0.31851076,0.267880577
0.511834045,0.300476766
1.075837154,0.250572998
1.045825044,0.306796366
0.68113061,0.196800856
0.804221806,0.239700956
0.334882004,0.358989671
0.264791555,0.303303326
0.495660534,0.222027922
0.326645371,0.323158115
0.663284894,0.153431029
0.453572879,0.267223769
0.452296233,0.211009119
0.309300531,0.252916655
0.414909036,0.295521837
0.36766309,0.217491698
0.152708076,0.314296026
0.737869417,0.267175916
0.397394067,0.269037309
0.301446482,0.211037674
0.139636555,0.236498107
0.189873513,0.273615137
0.599282541,0.263257924
0.27317798,0.242663004
0.231387469,0.225814915
0.657191411,0.269157842
0.579850337,0.243604542
0.915115415,0.241162494
1.006476317,0.252796549
0.136222511,0.268304949
0.538631098,0.171715845
0.551302964,0.240687548
0.325974252,0.278276364
0.740919525,0.21199082
0.543991118,0.219021434
0.504701772,0.301234359
1.016016426,0.319938337
0.388377846,0.21847309
0.803947308,0.250218213
0.240033235,0.238580141
0.475129842,0.238991629
0.012649046,0.285783823
0.535703678,0.289312081
0.105310581,0.26728503
0.434208146,0.213356759
1.384609794,0.229130626
0.398618082,0.33885931
0.365052949,0.234469682
1.366878478,0.175669294
0.580874101,0.245604036
0.339237763,0.26020069
0.23629253,0.312286629
0.487495561,0.307457205
0.548925375,0.272755211
0.346926088,0.280613906
0.17331402,0.201219119
0.118967509,0.30411917
0.083880633,0.28334379
0.206012091,0.2232193
0.180341072,0.345400396
0.592691989,0.263738121
0.460414289,0.2735554
0.311104515,0.31995399
0.289207335,0.260456774
0.05504938,0.268839419
0.358350957,0.273892787
0.79793347,0.27321293
0.614677188,0.211094076
0.057853682,0.244708788
0.142011452,0.330038508
0.278622075,0.253166469
0.498693769,0.347140398
0.490813956,0.307062132
0.261084711,0.273904023
0.879429651,0.222674935
1.668318924,0.278783676
1.042546763,0.313702323
0.652592052,0.24004822
0.241963207,0.256710203
1.189580665,0.332803749
0.395612395,0.268140874
0.116853924,0.26521303
0.64030485,0.293584597
0.383066636,0.215337449
0.534440659,0.319604394
0.335786763,0.284732892
0.258375436,0.255461485
0.395612114,0.289578004
0.289416992,0.305408321
0.391026536,0.306146292
0.14627765,0.253794391
0.679527258,0.298571653
