lambda_slow,p_fast
0.779200229,0.234406488
0.731073348,0.188866133
0.87987455,0.229046105
0.666971829,0.221835642
0.773437528,0.177750383
0.798458303,0.152225912
0.903070682,0.215305681
0.690501594,0.232063552
0.737753558,0.179565447
0.759624355,0.216304191
0.637885858,0.188902513
0.791659559,0.214198042
0.725509587,0.181999175
0.668033115,0.169410957
0.750411042,0.19739543
0.692778519,0.192018743
0.633326104,0.213197907
0.714435181,0.19525783
0.615745906,0.196248715
0.765390631,0.20660401
0.732033451,0.224144273
0.723324964,0.164066024
0.770968485,0.235872336
0.676929784,0.225219849
0.993035792,0.204596372
0.812148244,0.224972356
0.735959421,0.188281787
0.72316319,0.199586242
0.843152258,0.197347455
0.667045552,0.275685118
0.725501265,0.205544983
0.587182693,0.17811945
0.722154105,0.196305072
0.800808376,0.241699567
0.764210056,0.212034222
0.917752574,0.239043866
0.919484488,0.248891237
0.806095758,0.183164616
0.725645559,0.258096068
0.710104786,0.223248505
0.72939076,0.231445482
0.695622707,0.214866178
0.794664753,0.200759142
0.790519507,0.254834787
0.644703087,0.254802999
0.697825757,0.167839282
0.834874892,0.236532095
0.593701187,0.223180233
0.744999534,0.24513624
0.786562155,0.208621982
0.638820961,0.193608063
0.72855412,0.193531422
0.668010855,0.194017446
0.750536646,0.205318681
0.577627406,0.151983633
0.742276361,0.219889282
0.727480573,0.1801646
0.630204427,0.198727552
0.668482576,0.222083773
0.757925345,0.196461822
0.727972756,0.225112954
0.606789997,0.188195948
0.738688187,0.193756006
0.657706116,0.215238109
0.701315504,0.206237682
0.760479396,0.176658952
0.892414129,0.284670947
0.679776895,0.162418248
0.742142495,0.177251641
0.657094596,0.189325651
0.711859697,0.255382978
0.910388487,0.239591394
0.636057061,0.206999974
0.742387626,0.244757357
0.747797572,0.224480147
0.688745584,0.181227383
0.679773332,0.190991585
0.738151226,0.182644219
0.758738164,0.222532754
0.651372015,0.239638013
0.676236625,0.215363009
0.690515698,0.243577852
0.787190032,0.23778586
0.746936276,0.2760066
0.82427639,0.190481773
0.638309979,0.168237206
0.7031869,0.271664903
0.785065327,0.211353095
0.69448744,0.196712671
0.803756007,0.248646519
0.790536104,0.239302759
0.741711738,0.186080634
0.828022806,0.21604761
0.82190222,0.150681668
0.617020366,0.211843735
0.705558784,0.175647655
0.635730586,0.236686586
0.831988095,0.186282059
0.616373796,0.218121716
0.76044835,0.151772005
0.678866354,0.203213155
0.822659996,0.163735006
0.86573964,0.250414356
0.713422528,0.216580954
0.788033525,0.249084713
0.646566129,0.164874341
0.546070082,0.225174893
0.749140713,0.203463908
0.699888823,0.265346064
0.644434845,0.202389174
0.841219997,0.157954774
0.773038643,0.255436714
0.632763811,0.198768788
0.724845178,0.205560035
0.857238707,0.163396473
0.748280142,0.252920094
0.618819983,0.216844668
0.832824995,0.256143402
0.897046892,0.246890729
0.751284393,0.222682107
0.683695968,0.237799555
0.791710078,0.189414804
0.720549696,0.193459468
0.695540773,0.148067548
0.767995409,0.214595299
0.695376705,0.203090325
0.627132206,0.243424283
0.654649976,0.188631921
0.801927911,0.192092594
0.758709109,0.167185168
0.736612809,0.180533204
0.847800005,0.157891474
0.652093651,0.173583518
0.64347504,0.200700786
0.746814827,0.220991201
0.740284671,0.22729972
0.834968078,0.200145219
0.688131341,0.150237163
0.764269895,0.24972123
0.726951337,0.187466328
0.79354074,0.217284138
0.722776825,0.215342011
0.707213361,0.216685025
0.736978809,0.192287121
0.670079893,0.206597326
0.733348563,0.256074388
0.693903607,0.211442123
0.651621631,0.241760167
0.662297594,0.213591954
0.668920151,0.227401079
0.796972468,0.203079634
0.770505491,0.225593975
0.790987897,0.182904183
0.619787138,0.152934999
0.690424793,0.222648552
0.733185548,0.207000654
0.747226609,0.193611955
0.786579558,0.184509163
0.568785782,0.273920257
0.845003034,0.274346376
0.759570239,0.27177958
0.690051661,0.213517754
0.694444052,0.260345261
0.823201233,0.21312606
0.716949179,0.171808185
0.710354966,0.222818324
0.789822908,0.251814985
0.570610318,0.192065895
0.722676028,0.228431414
0.605891458,0.19717196
0.837077801,0.178062899
0.790153667,0.219181428
0.913124375,0.211659855
0.795742066,0.169173415
0.758500244,0.2304097
0.706011337,0.20106262
0.80502584,0.173083164
0.798607019,0.234345404
0.681215543,0.21553037
0.625959388,0.201254773
0.830328142,0.197794458
0.708599431,0.269313874
0.695028298,0.222201386
0.702839858,0.241334081
0.734354792,0.176801708
0.688339148,0.209795085
0.791929055,0.206168565
0.839369522,0.219446237
0.634729521,0.213535548
0.755269302,0.220613336
0.708727465,0.228149495
0.670853961,0.182247886
0.805223851,0.198577483
0.701929737,0.176697831
0.63822864,0.170100095
0.810867548,0.222389784
0.581675066,0.241997195
0.847712643,0.229865118
0.763653783,0.278310321
0.713089303,0.185934863
0.669903631,0.253691651
0.623159169,0.153614344
0.654702176,0.296309653
0.672657638,0.261877356
0.612190498,0.252697813
0.560631771,0.222447506
0.741642746,0.226833893
0.760951335,0.234211089
0.607778409,0.137587409
0.784179215,0.218321909
0.662241934,0.247886372
0.75877015,0.208738039
0.76314348,0.177086324
0.838969837,0.229426671
0.725957094,0.204394933
0.699426825,0.211892748
0.934869183,0.21023472
0.740156212,0.228119976
0.647280241,0.229254176
0.662250397,0.196409692
0.832727013,0.213294878
0.766229671,0.187075956
0.752431529,0.203306808
0.803985069,0.169018234
0.685667399,0.184681109
0.802507798,0.160259769
0.738683024,0.202352051
0.556069358,0.248193075
0.635654015,0.167998453
0.562422736,0.24097334
0.698080469,0.224025873
0.932344919,0.186303618
0.635421871,0.244705056
0.755587929,0.252161494
0.655231214,0.258851441
0.845064527,0.171462601
0.77379757,0.209343657
0.624182055,0.204279272
0.804473862,0.186052555
0.662022491,0.217270419
0.768634793,0.202958948
0.620924199,0.202277532
0.754991209,0.200718669
0.688892336,0.221390233
0.640082801,0.172657614
0.692242902,0.191598261
0.75199862,0.203695109
0.678875259,0.212057092
0.641833461,0.218646241
0.75985028,0.213165139
0.713774166,0.241127093
0.771173425,0.190679222
0.678318507,0.20428424
0.778770771,0.147248533
0.714111193,0.220149377
0.740838598,0.242241111
0.892535402,0.181141831
0.627857217,0.253464794
0.663189314,0.205271732
0.629602313,0.254640606
0.743811723,0.175897358
0.915176746,0.218886887
0.770155792,0.199305624
0.75616032,0.1497465
0.677813641,0.236774864
0.780993653,0.216674139
0.701808314,0.206099708
0.870358318,0.254032209
0.62210771,0.142765666
0.745667287,0.199569354
0.71704222,0.222168194
0.707494009,0.201760101
0.743876125,0.128318164
0.675185038,0.222347817
0.728975288,0.170816385
0.670843504,0.158927177
0.833426967,0.253707789
0.815897229,0.190576024
0.666368821,0.211531213
0.723596149,0.2440009
0.758019967,0.179552811
0.716214088,0.225172706
0.611755668,0.20625287
0.741450497,0.195275854
0.703022711,0.241743257
0.771325202,0.219322067
0.74749396,0.186763266
0.627103626,0.232970959
0.700487114,0.168546695
0.754697331,0.211324136
0.778400702,0.25066886
0.697285402,0.238381582
0.802474931,0.187055906
0.754992943,0.226909495
0.814193301,0.186330294
0.754416541,0.204199302
0.615706926,0.166652307
0.64009306,0.241980442
0.779961552,0.195092842
0.737790254,0.184768816
0.793455074,0.250486418
0.808529442,0.173750275
0.62338064,0.179331626
0.790999499,0.190489812
0.766242247,0.248832516
0.802511244,0.172449026
0.81441958,0.214083545
0.68696593,0.232679576
0.722796694,0.239129898
0.620264915,0.236068392
0.715539222,0.206862537
0.740083654,0.169628887
0.722661236,0.224334793
0.707519311,0.185627639
0.805100122,0.171060316
0.751584773,0.189075636
0.834711783,0.240372806
0.72364398,0.219895135
0.634451845,0.204151083
0.644668084,0.252248977
0.739372029,0.214452733
0.804014279,0.208415753
0.853504428,0.24423564
0.73242841,0.159681532
0.611865335,0.215908419
0.725422945,0.171177327
0.66370188,0.132841959
0.711386955,0.202445272
0.639858046,0.23994144
0.693873112,0.210674632
0.70254366,0.185723655
0.786166822,0.256177512
0.872142681,0.171056812
0.81896473,0.175355634
0.715187474,0.209333867
0.648446105,0.270589498
0.736682993,0.204685704
0.761628434,0.185066696
0.856496793,0.199334792
0.754686719,0.216221202
0.827119439,0.18629929
0.693349435,0.262262548
0.697246128,0.209423944
0.823083374,0.181634861
0.673915144,0.203660202
0.798751391,0.21110569
0.816930363,0.177634532
0.684670268,0.206639997
0.880975238,0.221595197
0.83151254,0.218822162
0.695451213,0.220433516
0.719776958,0.211559654
0.762021622,0.204378663
0.91312257,0.211858631
0.722426,0.239380397
0.695997739,0.223605847
0.757122413,0.171403693
0.718041635,0.176020949
0.607048266,0.232580093
0.904586879,0.184522831
0.668914355,0.225039824
0.829277234,0.163750842
0.74675657,0.202768667
0.905115435,0.222813001
0.734386683,0.264143288
0.674534734,0.146668103
0.841102535,0.169200313
0.660281827,0.172390432
0.697499176,0.191420506
0.641748849,0.231793776
0.782982302,0.229410624
0.752921152,0.201729807
0.62698845,0.225159425
0.573730504,0.237914027
0.749717655,0.190328233
0.583649797,0.229919584
0.70559205,0.20251223
0.784966075,0.154033639
0.797604174,0.195789409
0.675678592,0.168629053
0.703162875,0.156281276
0.688440387,0.188411993
0.92803673,0.195646185
0.686384465,0.1833365
0.81111447,0.204161902
0.652202465,0.202611556
0.6750018,0.223248949
0.656040744,0.189962269
0.81658376,0.192623352
0.768285212,0.183664184
0.686373356,0.182252489
0.740745405,0.259850943
0.699126984,0.172691661
0.652225004,0.130080334
0.690055896,0.15911105
0.765063429,0.194205902
0.951825672,0.213766577
0.756465065,0.22541422
0.895081044,0.194905109
0.767716762,0.247124383
0.765211779,0.201555278
0.614091684,0.226926314
0.661357525,0.228657534
0.624249503,0.178190593
0.832684643,0.230399639
0.692073235,0.191906787
0.766233725,0.148626841
0.74110239,0.200481807
0.715301482,0.177193926
0.839312906,0.198626404
0.735933483,0.208473707
0.590410889,0.236256544
0.662369709,0.227494765
0.813225841,0.22850857
0.753127687,0.190203242
0.741620578,0.169665005
0.871609025,0.225536104
0.812270421,0.233031835
0.765679739,0.247206645
0.716631292,0.214618909
0.582677431,0.203018116
0.814334573,0.229301504
0.729809226,0.184207548
0.786816562,0.163663981
0.685561775,0.221629172
0.661365489,0.194479144
0.897366526,0.211074306
0.703498106,0.198322869
0.741099833,0.168406833
0.744469303,0.168918019
0.804470679,0.162083662
0.691197614,0.175043414
0.681600346,0.255958356
0.757073753,0.176543297
0.774933386,0.199006482
0.831903066,0.220318313
0.789308264,0.156633822
0.67789879,0.18453391
0.687662175,0.214129002
0.708881561,0.215377195
0.746263255,0.247210668
0.811953681,0.208866375
0.628201396,0.216897739
0.754892704,0.198884416
0.697043689,0.236586729
0.670615877,0.17559141
0.575140413,0.165732343
0.772146126,0.158171375
0.644737031,0.207560205
0.676976394,0.204783094
0.773686771,0.195543498
0.704962077,0.253719014
0.68806897,0.215089813
0.728893811,0.237921051
0.722543497,0.20636481
0.863041778,0.178986053
0.756388174,0.250806408
0.611664213,0.211784651
0.693145368,0.213947949
0.718705695,0.232307646
0.7059449,0.198345971
0.75045292,0.223962428
0.860002874,0.229298724
0.710136802,0.21376105
0.803617119,0.234377229
0.71408798,0.195151173
0.696851364,0.161389544
0.682230715,0.158721205
0.895007463,0.233912889
0.778933668,0.159086068
0.77293138,0.224230009
0.845717519,0.201574274
0.767546016,0.190639142
0.708913183,0.220608049
0.689202444,0.148997308
0.681326989,0.210233318
0.780792285,0.171191798
0.756609953,0.223800412
0.719889312,0.213400765
0.706832438,0.290152386
0.846514038,0.188381975
0.711553678,0.265762535
0.771769566,0.187864974
0.734003705,0.210004973
0.659161955,0.194786706
0.758704708,0.223586875
0.629798853,0.205869729
0.814352617,0.184460552
0.640702799,0.208386253
0.667411429,0.187960992
0.701497213,0.222508141
0.701997541,0.200084291
0.811667369,0.210959868
0.630583909,0.242681749
0.681197155,0.270979657
0.738879009,0.247914078
0.732125584,0.178118279
0.61442058,0.262308881
0.691818919,0.212713758
0.813977991,0.209542341
0.757434919,0.240135954
0.715869687,0.182196497
0.689256435,0.258450028
0.755629217,0.23396489
0.637952768,0.180637858
0.693282478,0.223160099
0.751794321,0.242868703
0.836893096,0.238583842
0.813574368,0.198853008
0.71229121,0.175560732
0.733164651,0.178687498
0.752355995,0.172459669
0.684614663,0.156677156
0.70193359,0.224722423
0.659852558,0.231456512
0.798989037,0.24323698
0.703102756,0.172047021
0.646666687,0.228798274
0.674056297,0.185438311
0.628736669,0.179921052
0.666507292,0.228943589
0.703364957,0.209475997
0.72126095,0.186213558
0.6880111,0.190155853
0.544058441,0.247739291
0.790665397,0.206221639
0.734375892,0.184257093
0.749531751,0.219777827
0.698775257,0.299367682
0.706599916,0.180131531
0.806668295,0.163268503
0.679408099,0.230913981
0.742032751,0.215822874
0.689926436,0.24173056
0.682885634,0.206987821
0.714454544,0.215000047
0.760410677,0.226382106
0.627968635,0.190026927
0.76629719,0.20000837
0.775811308,0.198696656
0.778152942,0.148672008
0.873343747,0.203087264
0.711302661,0.220209191
0.792329247,0.183147313
0.644176128,0.222967567
0.78763264,0.164935667
0.745999928,0.273239122
0.690138693,0.258754873
0.816322238,0.206360026
0.811676093,0.166874767
0.770536785,0.181748594
0.63937703,0.191353143
0.735210081,0.21723979
0.729569431,0.157508911
0.67074946,0.198541299
0.749067887,0.175177291
0.88153439,0.20052855
0.833649012,0.267827771
0.772114746,0.205167153
0.735046545,0.229358554
0.790941446,0.179487725
0.643841966,0.200597195
0.688029695,0.220108481
0.728371778,0.180403549
0.693975189,0.216748249
0.71768113,0.194668592
